text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
الفرحه انك تكون مذاكر جزء من المنهج وتلاقي الامتحان جاي في الجزء ده بس ,0,0,0,0,1,0,1,0,0,0,0
كل ما قلت اني رح اترك الموبايل وكلشي علي السوشل ميديا واقعد علي موبايل ابو لوكس من نوكيا تيجيني الغصه,1,0,0,0,0,0,0,0,1,0,0
يارب كل شي بتتمنيه يصير ربنا يبعد عنك كل شر ويبعد عنك بنات و اولاد الحرام و يقرب منك كل الناس اللي بتحبك وبتخاف عليكي,0,0,0,0,0,1,1,0,0,0,0
اتمني مااشوف كلام اشتياق اوحب او ايا كان ابعدوا عن الدراما شوي وعيشوا الواقع المر,0,0,0,0,0,0,0,1,1,0,0
اعتذار رده الحارثي للهلاليين يلعن ابو الرخامه طيب لا تهايط من الاساس عشان ما يندعس عليك,1,0,1,0,0,0,0,0,0,0,0
الامن السعودي هو من انقذ رفاقك في جزيره الخبث والفتنه باليمن عندما كانوا علي وشك الوقوع بايدي الحوثيين في عدن اخرس يا وضيع,1,0,0,0,0,0,0,0,0,0,0
عيديتك مع رغد محمد٥ اتمني اي مبلغ مادي منك ابغي اشتري لماما عيديه وافرحها بليز☹️☹️😢,0,1,0,0,1,1,0,0,0,0,0
كفي الان كفي علي الشعب ان يثور ويغضب ويقول كلمته تسقط حكومه الانقاذ الطابور الخامس,1,1,1,0,0,0,0,1,1,0,0
من باب اغاظه اهل العلم والدعوه وكل ما لديه غيره علي محارم الله لم يكتفوا بفتوي كراهه او جواز سماع الموسيقي بل عدوها من اطيب الطيبات,1,0,0,0,0,0,0,0,0,0,0
كيف هوه شعوري شعوري بغضب يعني ماراح نشوفه ليش هيج حرام عليهم😡,1,0,1,0,0,0,0,0,0,0,0
واضح انه المجرمين واعدائي ميعرفونيش كويس غضبي ملوش حدود ,1,0,0,0,0,0,0,0,0,0,0
الله ياخذ القلق اللي جالسه اعيشو ذي الفتره انام ساعتين ولا ثلاث واقوم اجلس شوي وانعس وارجع انامالين متي ياربي,0,0,0,1,0,0,0,0,1,0,0
كسم خفه رامز جلال ههه خالص,1,0,1,0,0,0,0,1,0,0,0
من اراد فهمك بشكل خاطئ سيفعل حتي وان وصل به الحد الي ان يعتبر كلمه شكراا اهانه,1,0,1,0,0,0,0,1,1,0,0
عاد ذا الاسبوع بالذات تبدلت كل مخططاتي واهدافي ولان اجبرت نفسي علي هالبريك احس اني تائه وفاضي ماعندي سالفه وكذا احس بالكئابه,0,0,0,0,0,0,0,0,1,0,0
الازمه الخليجيه تشرفت بلقاء الشيخ تميم بن حمد وكان غارق في التفكير وبعد حديثي معه اخذ يضحك وبدي مسرور وبعدها افقت من الحلم لعله خير,1,0,0,0,0,0,1,0,0,0,0
المهم انك تقرين بانك جبانه ولا تملكين الا البربره بالتويتر يلا طقطقي علي المهابيل اللي عندك ❤️ 🙏 بالتوفيق,1,0,1,0,0,0,0,1,0,0,0
تانيب الضمير ملازمني بشده هالفتره يارب الخلاص,1,0,0,1,0,0,0,0,1,0,0
وش حل الضيقه اللي تمسك معاك يوم ولا تدري ايش سببها,0,0,0,0,0,0,0,0,1,0,0
ايه الحاجه اللي لو حصلتك دلوقتي تخليك سعيد,0,0,0,0,0,0,0,0,0,0,0
لست حزين 😀 و لست سعيد 😌 و لست متفائل 😊 😊 و لست متشائم 😉 هناك شعور يخنقني 🤔 🤔 يقف بينه 😒 و لا استطيع ان افهمه 😁 او احتمله 😃,0,0,0,0,0,0,0,0,0,0,0
فوبيا النخاريب ياربي تموتني شكل الدوائر القريبه من بعض تنرفزني لدرجه ابكي عادي يجيني الي ودي اشلعها شلاع 🚶 🏽 💔,1,0,0,1,0,0,0,0,1,0,0
اذا بانت البسمه علي وجهك احس اني انا المسرور❤,0,0,0,0,1,1,1,0,0,0,0
كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادره انام متقبله كابوس في قلب العصر عادي,1,0,1,1,0,0,0,1,1,0,0
محدش هيسال عليك فيغيابك غير اللي هيحس ان يومه ناقص من غيرك,0,0,1,0,0,0,0,1,1,0,0
الازعاج الحاصل من خلال مكبرات الصوت حيث تتداخل الاصوات لقرب المساجد بعضها لبعض وكذلك ازعاج جيران المسجد دون مراعاه المرضي والاطفال,1,0,0,0,0,0,0,0,0,0,0
صادقه بانفعالات ادريناين مش لوح ازاز ,1,0,0,0,0,0,0,0,0,0,0
الطايف الان ريحه مطر و لفحَہ هوا و لون الغيمّ والمطر 💦 و اشياء مَا عنهَا غنيّ و ياللہ حيّہ هالمساء 💕☁,0,0,0,0,1,0,1,0,0,0,0
يكفي ان وجوده رسم اجمل بسمه علي وش ملاك زي دي ربنا يجعلهم سبب سعاده الناس,0,0,0,0,1,1,0,0,0,0,0
ڪل ما اريده الان غرفه الانعاش و صوت الدڪتور يقول البقيه ب حياتڪم ادعوا له بالرحمه يشعر بالاستياء,0,0,0,0,0,0,0,1,1,0,0
خيانه المراه اشد من خيانه الرجل لان الرجل يخون بشهوته اما المراه فتخون بعواطفها,1,0,0,0,0,0,0,0,0,0,0
ياخوفي ثقافتك هذي تروح هدر,0,1,0,1,0,0,0,0,0,0,0
صار يحب حزني مايحبني,0,0,0,0,0,0,0,1,1,0,0
ونمت علي امل ان كفنك كان مجرد كابوس نمت معتقدا اني سانسي طقوس العزاء لكن كل شيء كان حيا ما عداك انت ومضه حرف سوالف روح,0,0,0,0,0,0,0,1,1,0,0
خايف من ايه مرعوب من نفسي 💔,0,0,0,1,0,0,0,0,0,0,0
حاول انك تكون للناس الي حواليك 😍 ضحكه 😁 فرحه 😊 ملجا 👌 دعوه 🎀 وتاكد انه السعاده الي بتعطيها لغيرك 🙈 رح ترجعلك بيوم من الايام ويمكن اكتر,0,0,0,0,1,1,1,0,0,0,0
ايه يارب اللي بيحصل فينا ده ليه احنا بس اللي بندفع تمن ثورتنا ظلم وقهر غربه وسجن ومرض وجع 😓😓,1,0,0,0,0,0,0,0,1,0,0
مو احياناً الا دايماً ضِحكتك جبْر خاطر,0,0,0,0,1,1,1,0,0,0,0
والله انك نشمي وكفو يا حبي لكم يا اهل الكويت 😘,0,0,0,0,0,1,0,0,0,0,0
مجرد ابتسامه وحده بتهز شده صلابتي,0,0,0,0,0,0,1,0,0,0,0
صباح الاشياء الصغيره التي تبدا بها يومك دعاء كوب قهوه عطر مفضل واغنيه جميله في وسط الزحام يشعر بالتفاؤل,0,0,0,0,1,1,1,0,0,0,0
كان يا مكان في حلو الزمان امراه تقطف الازهار كل صباح 💐,0,0,0,0,1,1,0,0,0,0,0
قله ادب 😠 ابغا اعرف علي الاقل متي لاني جالسه استني من ٣ شهور,1,0,0,0,0,0,0,0,0,0,0
علي النعمه ياللي اسمك فهد انت اهبل ومانتش فاهم حاجه بس حانقول ايه طالع اهبل علي امك,1,0,1,0,0,0,0,1,0,0,0
متي اثير فضولك الحين كل شي يثير غضبي مو فضولي لا خلص الصيفي اتفرغ لفضولي💔🙂,1,0,0,0,0,0,0,1,0,0,0
السعاده 🌸 لا تحتاج الي معجزات 🎶 كل ما تحتاجه قلب متسامح 😍 وجه مبتسم 😝 قناعه بالنصيب ❤ و ثقه تامه بالله 💜 شيكو,0,0,0,0,1,1,1,0,0,0,0
الشوق يقتلنا دون ادني رحمه الحنين كافر تنهيده,0,0,0,0,0,1,0,0,1,0,0
انت متخيل ان مفيش شياطين دلوقتي 😳 وان اللي بيعصي ده هو انت بكاااامل قوتك وارادتك 😰😨 مرعب بجد 💔,0,0,0,1,0,0,0,0,0,0,0
ل كل شخص لطيف مر بحياتي كل عام وانت بخير كل عام والفرحه تغمرك وابتسامتك الجميله م يعكرها حزن ✨ 🎈 عساكم من عواده,0,0,0,0,1,1,1,0,0,0,0
انتي مرح و فرح و بهجه وسرور وكل اسباب السعاده 😴 ❤️❤️,0,0,0,0,1,1,1,0,0,0,0
مشكله ارتجافي دايم انفضح,0,0,0,1,0,0,0,0,1,0,0
قسم بالله ارتجف ارتجاف كاني ميت وبعد المباراه اصدع,0,0,0,1,0,0,0,0,1,0,0
اشياء تبث السعاده ك رضا الله ورضا الوالدين ابتسامه الاخوه اناس احبوك لله وفي الله سلامه الصدر وصفاء القلب ونقيه,0,0,0,0,1,1,1,0,0,0,0
وش معني مجيد يساعد سرور سعد يساعده 😉 😂 😂 شور بيت,0,0,0,0,1,0,0,0,0,0,0
هدا يعني اخي الكريم انه يحق لك الاكل و التمتع بقليل من الدلاع و الخبز شهيه طيبه 👌🍰🍪🍔🍮🍭🍹🍎🍉🍉🍞,0,0,0,0,0,1,1,0,0,0,0
ليش يا شيخ كل كلامك عقاب وعذاب ونار تري الدين ترهيب وترغيب رحمه وحزم مو كله عقاب ونار جهنم اخاف انك توسوس او تغتر انك فاهم,1,0,1,0,0,0,0,0,1,0,0
انحرق علي اكثر شي كنت متحمس له 💔 💔 هويه العملاق الوحشالقرد الله ينتقم منك ي الحيوان اللي حرقت علي 😤 😑,1,0,0,0,0,0,0,0,0,0,0
ما ندمت علي سكوتي مره لكنني ندمت علي الكلام مرارا دبي الامارات ندم حب سكوت,1,0,0,0,0,0,0,1,1,0,0
مش ضروري لَبْس العيد فرحه بالقلوب الله يقدرنا علي زرع الابتسامه والفرح شنو بتلبس بلعيد,0,0,0,0,1,1,1,0,0,0,0
اي اقتراح لتظبيط مزاجي قبل صلاه العيد الصبح عشان لو نزلتلهم بالوش ده هيقتلوني وهبقي نكديه ✋ ولا مرحش الصلاه احسن 🚶,1,0,0,0,0,0,0,1,1,0,0
الفرح قناعه داخليه اذا ودك تفرح راح تفرح وتكون سعيد والعكس صحيح,0,0,0,0,1,1,1,0,0,0,0
فرحه امبارح وفرحه النهارده 👏❤ والله بنسي تعب الامتحانات والمذاكره والارف بمجرد ما بتفرج ع الاهلي والريال 😍,0,0,0,0,1,1,0,0,0,0,0
حتي بعض المرات اشوف الشركات الثانيه يرفضون الطلب والناس يتذمرون,1,0,1,0,0,0,0,1,0,0,0
قالت تستهبلين واضح قام مرتاع هنا حسيت بالغبااء واساله بوساعه وجه بتتسحر 😂 😂 معليش موب مني من العدسات مخليه الرؤيه مغبشه 😔 😂 😂,1,0,1,0,1,0,0,1,0,0,0
هذي الالعاب ماتناسب خصوصا رزدنت ايفل ممكن تعيش طفل بحاله خوف ورعب,0,1,0,1,0,0,0,0,1,0,0
مبسوط 😊 وفخور انا الليله شفت نفسي في التلفزيون 😍 😍 🏃 بعد ما قفلتو 🐸,0,0,0,0,1,1,1,0,0,0,0
شعور عظييمم طلعت كل الطاقه الي فيني وفرغت الطاقه السلبيه الي فيني من المدرسه والضغط الي كنت احسه احس بسعاده شعور م ينوصف والله 😢 😪 ❤❤,0,0,0,0,1,0,1,0,0,0,0
احسست بالسعاده حين حققت حلم الطفوله و تعلمت بنفسي قياده الدراجه 🚴 🏻 و تتجدد سعادتي كلما مارست هذه الهوايه سعاده,0,0,0,0,1,0,0,0,0,0,0
ربي لا تجعلني اعتب 😊 علي من لا يخشي حزني 😞 ✋,0,0,0,0,0,0,1,0,1,0,0
حب الخير يجلب السعاده من حيث لا تدري ولو كان في ابسط الامور اقلها الابتسامه ستجد نفسك سعيد مسرور بذلك,0,0,0,0,1,1,1,0,0,0,0
🌹 لا تزعلين وتزعل الدنيا معاك ضحكتك فرحه ل السعيد ول الحزين حتي الفرح لو ضل دربه اهتداك انتي جميله فوق ما تتخيلين ,0,0,0,0,1,1,1,0,0,0,0
بس حالياً قام اتامل الفكره شوي خصوصاً ان كلكم طلعتم بنفس الوقت احس كاني اتعرف علي نفسيعليكم شيء جميل احس هذي لحظه حيويه مفعمه بالحياه شوي,0,0,0,0,1,0,1,0,0,0,0
وقت الخلاف بلاش تقسوا علي بعض الخلاف مهما طال مسيره يخلص انما القسوه وانك تسيب اللي بتحبه ينام زعلان ده عمره ما هيتنسي ابدااا✋😔💔,0,0,0,0,0,1,0,1,1,0,0
لو جبت هبقي فرحان فشخ,0,1,0,0,1,0,1,0,0,0,0
انتو مب فاهمين مدي الخطوره والضرر الي بيصيب امن الخليج والبدايه بتكون من عندكم افهمو الي يستوي من حولكم سعيد الرميثي يمثلني,1,1,0,1,0,0,0,0,0,0,0
ويش حيلتي لاصرت اسولف في فراشي احكي لنفسي ونفسي تشتكي قسوه زماني لاسامحك ياذي تعكر لي مزاجي,1,1,0,0,0,0,0,1,1,0,0
اجمل فرحه مليون معجبين,0,0,0,0,1,0,0,0,0,0,0
قد لا نعلم حجم الفرح الذي يسكننا حتي ياتي من يبعثه فينا ليبدو علي قسماتنا متهللا ,0,0,0,0,1,1,1,0,0,0,0
ظريف يزور موسكو الجمعه المقبل ومصدر دبلوماسي روسي يؤكد زياره وليد المعلم في اليوم نفسه,0,1,0,0,0,0,0,0,0,0,0
 فرحت جدا ب فوز رويال مدريد مو لاني اشجعهم لا بس لانه بيتنا ينعم بالفرح والسعاده كنه عرس واحد من اخواني,0,0,0,0,1,1,0,0,0,0,0
مشاعر مواطن خليجي مخلص ابوجاسم والله ان فينا من الحزن علي مايجري بيننا حد البكاء ولكن مالنا غير الدعاء اللهم اصلح احوالنا,0,0,0,0,0,0,0,0,1,0,0
ما اشبه الليله بالبارحه حركه النقل هذا العام مثل حركه العام الماضي تعب وقهر وانكسار واحباط من وزراه الخيبه اعاده حركه النقل الظالمه,1,0,0,0,0,0,0,1,1,0,0
انتي نفس الكيمياء مهما حاولت اخليك تحبيني تظلين تكرهيني مود فضفضه جرح اختبار قياس حزن خذلان فراق,1,0,1,0,0,0,0,1,1,0,0
فعلا بس فيه تانيب ضمير بعدين هتزول بس ممكن يتوب,0,0,0,0,0,0,0,0,1,0,0
مبحبش التهديد حتي لو ف مصلحتي 😠,1,0,0,0,0,0,0,0,0,0,0
مخنوق معصب خليك بالبيت ماتطلع اتقول شكل للبيع ان يوصل عدد الشجار بين الناس حاله شجار بعضها انتها بالموت,1,1,0,0,0,0,0,0,1,0,0
وش يهمّك لو رضيت انت م تعرف تحب و ينتهي كل العتاب ,0,0,0,0,0,0,0,0,1,0,0
انا منشكحه انشكاح حلو قدن والله وبفكر اللي التايم 😂 😂 💃 💃,0,0,0,0,1,0,0,0,0,0,0
لا تثير غيرتي عشان م اخسرك و ابتعد عنك بضمير مرتاح كل شي مسموح فيه الا الغيره اخليك لهم و بقلب بارد بدون م اتحسف عليك 👌,1,1,0,0,0,1,0,0,1,0,1
لا لكن ما يثير امتعاضي هو خبث و دجل و كذب و نجاسه الصهيوسلفيه,1,0,1,0,0,0,0,0,0,0,0
كل ماجيت اهتم ببشرتي واظافري يطلعلي شبح الحبه الي تطلع ليله العيد والظفر الي ينكسر 😖 رعب,1,0,0,1,0,0,0,0,0,0,0
ومين اللي انفضح من انفضح قتله الاطفال والنساء والشيوخ ومثيري العنصريه بين المكونات العربيه ومن اعتدي علي الاعراض من الذي انفضح,1,0,1,0,0,0,0,1,0,0,0
كل الخوف خوف الا الخوف من الله طمانينه ❤❤,0,0,0,1,0,1,1,0,0,0,1
تضحكين 😠 يارب تطحي في واحد مز ويتكبر عليك 😂😂😂,1,0,0,0,0,0,0,1,0,0,0
شكرا حسين عبدالغني ك عالميه اتمني الخبر صح 💛 💜 ف اعتزالك يحفظ ذكري طيبه لك مع العاالمي ارجوا لك حياه سعيده بعيدا عن الكوره لان عمرك ف نزول 🌺,0,0,0,0,1,1,0,0,0,0,1
الصادم في حقيقه الامر ان خلود رجعت مشاكسه مثل قبل وتضايقني مجددا وكاننا لم نتحدث بهدوء قبل قليل,1,0,1,0,0,0,0,0,0,0,0
الواحد مايعرف ينام من الهم حتي وانا نايمه قاعده افكر واكلم نفسي وجع جعلني ما عيدت معهم,1,0,0,0,0,0,0,1,1,0,0
احلي بودي في الدنياا والله❤❤ كل سنه وانت طيب يا قلبي وسنه سعيده عليك يا رب وتحقق كل الي بتتمناه 💝 💝,0,0,0,0,1,1,0,0,0,0,0
الوضع جنه عندي وبتحضر لي الموجهه توتر,0,1,0,1,1,0,0,0,0,0,0
يا حلو العييد فيك 😢 ❤️❤️❤️❤️❤️ عيدنا مع شوج تايم,0,0,0,0,1,1,0,0,0,0,0
رغم ضيقي وغضبي من قيادتنا السياسيه طول فترتنا الماضيه بسبب تجاهلهم معاناه الشعب الا ان هناك شعور يخبرني ان المعطيات ستتغير الايام القادمه,1,1,0,0,0,0,0,0,0,0,0
شعورنا بليله العيد عالفجر هو نفس شعور الطالب بس يخلص امتحانات الفاينل و يفيق ثاني يوم الصبح بكير مرعوب مفكر حاله عنده مدرسه 😂,0,0,0,0,1,0,0,0,0,0,0
قااالولي عشان توقعها في حبك ضحكها و اول ما ضحكت انا اللي وقعت💖😍💖 ❤اصلالحكايه,0,0,0,0,0,1,0,0,0,0,0
الانكسار شي ابد مو حلو خصوصا لما ايي حزه النوم 💔,0,0,0,0,0,0,0,1,1,0,0
بلدك بتتسرق ولسه الناس بتخاف من عسكر جبان,1,0,1,0,0,0,0,0,0,0,0
احب جو الصباح اتلذذ فيه هدوء وسكينه وفوق ذا فاطره يالله بسويلي سناك وبقوم اتابع فلمي 💖 ✌ 🏻,0,0,0,0,1,1,1,0,0,0,0
💞 💞 صباحكم سعاده في اليوم المبارك تقبل الله صيامنا وقيامنا 💞 💞,0,0,0,0,1,1,1,0,0,0,0
اي ماشستراوي مو واثق بفوز المانيو اليوم احسن ما يشجعهم,0,1,1,0,0,0,0,0,0,0,0
ويقولون رمضان يجمعنا علي شنو يجمعنا علي تويتر وصراخ وشتيمه كل رمضان وهذي نوعيه المسلسلات ماتختلف ليش ماتكون حب ووفاء وقصه نستفيد ,1,0,1,0,0,0,0,0,0,0,0
قال العاملين معاه نحن لا نعاني من اي قلق او توتر لان لدي كوشنر قاعده لكل مشكله حل ,0,0,0,0,0,0,0,0,0,0,0
يا عم الله يخربيت السعيد انتوا شايفينه انيستا ليه 😡😡 والشقه اللي جنبه خلاص ولعت فيها 😡,1,0,1,0,0,0,0,0,0,0,0
افرح وخلي الفرح ده عاده بتنام وتصحي عليه بعد الرضا هاتلاقي سعاده واللي بتحلم بيه,0,0,0,0,1,1,1,0,0,0,0
الاختبارات قبل رمضان اقسم بالله فرحان لاخواني الطلاب 😍 😍,0,0,0,0,1,1,1,0,0,0,0
ليه تضحكون اللي صار فلم مرعب ووحشيه 😭😭😭😭يارب يموتون اللي ياكلون الناس,1,0,0,1,0,0,0,0,1,0,0
اطردوا السفير المصري حسبنا الله ونعم الوكيل الجار وما ادراك ما الجار خبث حقد حسد,1,0,0,0,0,0,0,0,0,0,0
من اكتر مخاوفي انه يصير لبيلا شي وانا حيه بس دحين بفكر لو رموها بعد موتي اوو عذبوها او اي شي ,0,0,0,1,0,0,0,1,1,0,0
حاليا عايشه مقطع اغنيه بكيتك لين ملتني عيوني🙂💔 مداومه من احين عساس الكلاس الساعه تسع وطلع الساعه عشر ونص بصيح بصيح 😭💔💔💔💔💔,0,0,0,0,0,0,0,0,1,0,0
ميلاد الدعاء من رحمه الله بالعباد ان يوفق الله بعضهم ان يدعوا لبعض ميلاد الدعاء,0,0,0,0,1,0,1,0,0,0,0
عيدك سعيد و كل عام و انت بخير اخي و حبيبي فارس ينعاد عليك سنين عديده يا رب و نحن نشاركك الفرحه يا طيب القلب,0,0,0,0,1,1,1,0,0,0,0
 ياخذني من قمه اعتابي ب ضحكه حتي خطاه اتساهله لا ضحك لي 💛 ء,0,0,0,0,1,1,0,0,0,0,0
يومين تلاته معدتي انهارده راقبتي مش عارف احركها 😟😟,1,0,0,0,0,0,0,0,1,0,0
انا اعتقد لو تشوف منظر الدار حتقول كلمه مزبله قليله 😅 لا عرفت عمين تركن 💃😇🙈,1,0,0,0,0,0,0,0,0,0,0
اسوء شعور ممكن يمر عليك لما تسوي شي عشان شخص وفي المقابل تجيك منه رده فعل تخليك فعلا تكره نفسك قبل ما تكره بوح فراق مشاعر خواطر فراق,1,0,0,0,0,0,0,0,1,0,0
لاتشيل الهم والدنيا متاع ابتسم عيش الليالي في سرور كم كبير وكم كريم وكم شجاع خلوا الدنيا وعاشوا في قبور,0,0,0,0,1,0,1,0,0,0,0
اصلي يعرفه القاصي والداني تري حنا اللي ارعبنا الفرس هه وهه قبليتنا تسواك وتسوي طوائفك,0,0,0,0,0,0,0,0,0,0,1
يري الله مكابدتك للحياه بقلب واثق به اطمئن لن يضيعك 🌸 طمانينه,0,0,0,0,0,0,1,0,0,0,0
لهم ثلاث سنوات وهم مانعين اليمنيين من الحج لا من هم علي ديدنهم حسبنا الله ونعم الوكيل الله ينتقم منهم,1,0,0,0,0,0,0,0,1,0,0
ماتقولهاش عايوده 😒 اسمها عايده 😠,1,0,0,0,0,0,0,0,0,0,0
اقول لك تصبح علي خير الدعا واجمل سلام و اصبح علي صدق المحبه واجعل الخافق طهور سعيد جروب النخبه,0,0,0,0,1,1,1,0,0,0,0
انت مصري اذن انت بائس و حزين,0,0,0,0,0,0,0,1,1,0,0
لاشيء اجمل من غسل وجه الحزن بابتسامه واطفاء الضيق بالاستغفار ابتسم ليس بالضروره فرحا وانما ثقه وتفاؤل بان الله لن يخيب ظنك 💙 🌸,0,0,0,0,1,1,1,0,0,0,0
كل يوم تعيشه هو منحه من الله فلا تضيعه في قلق من حاضر او خوف من مستقبل او حسره علي ماض توكل علي الله و ابتسم صباح الخير ☺,0,0,0,0,0,0,1,0,0,0,0
البيت كله مكتئب و حاجه الكابه سيد الموقف خالص يارب هون وعدي الايام علي خير,0,0,0,0,0,0,0,1,1,0,0
توني كنت بقول الخوف من الله خوف فيه نوع من الرجاء والخشيه مستحيل تشعر فيه تجاه البشر او اي خوف ماقدرت اوصل الشعور,0,0,0,1,0,1,1,0,1,0,1
• الفرح سبب الكابه لاننا نصاب بالكابه عندما نتوقع الفرح ثم ندرك انه لم يات,0,0,0,0,0,0,0,1,1,0,0
اخاف من خوض العلاقات الجديده اخاف من ان اخذل من ان افقد الثقه بكل مره اخاف ان اصاب بالحزن الشديد لذلك اختار نفسي,0,0,0,1,0,0,0,1,1,0,0
ساره اسالي ظافر النهايه راح تكون سعيده او لا حلاوه الدنيا تفاعلكم,0,1,0,0,0,0,1,0,0,0,0
من الاشياء الي صدق لها وقع حلو في قلبي هي اللحظه الي شفت فيها معدلي ❤❤ من تخويف البنات ما كان عندي ولا نص امل انه بيرتفع,0,0,0,0,1,1,1,0,0,0,0
اللهم ابدل حزن امي بفرح تبكي من شدته اللهم جنب والداي اذي الدنيا واطل باعمارهم واحفظهم لي🖤🖤,0,1,0,0,1,1,1,0,0,0,0
تكلم وانت غاضب فستقول حديث تندم عليه طوال حياتك,1,1,0,0,0,0,0,0,0,0,0
بحسد الناس اللي عندها قدره انها تتعامل كويس مع شخص وهم واثقين انه خبيث وحقير لمُجرد انهم يريحوا دماغهم ويتقوا شره,1,0,1,0,0,0,0,1,0,0,1
و ممكن تكون زعلان من حد جدا بس في نفس الوقت واحشك جدا اصل الغلاوه واالحب ملهمش علاقه بالزعل,0,0,0,0,0,1,0,0,1,0,0
مفيش حاجه اسمها صدفه ده مجرد جرس انذار بيقولك خلي بالك فيه حقائق تانيه في حياتك انت لسه ماشفتهاش,0,1,0,0,0,0,1,0,0,0,1
ميلاد حِلوي زيون عشان اليوم يوم ميلادك ي عسي عيونك الجميله م تشوف الا السعاده وعسي ضحكتك ماتفارقك وكل عام وانت نعمه تبقي لي ايود عمر🖤,0,0,0,0,1,1,1,0,0,0,0
الي صان الارض يسلم 😃,0,0,0,0,1,1,0,0,0,0,1
مش كُنا فضلنا اصحاب احسن 🙁✋️,0,0,0,0,0,0,0,0,1,0,0
الله يبارك فيك 😘 يارب شاكر للطفك ودعواتك 🌹,0,0,0,0,1,1,0,0,0,0,0
مؤلم جدا عندما يقف امامك اب يشكوا حال ابنه وعيناه تنهمر بالدموع ويقول عجزت في تربيته فماالعلاج ايهاالابناء والبنات اتقوا الله في والديكم,0,0,0,0,0,0,0,0,1,0,0
شمعه عشق وانطفات تنهيده,0,0,0,0,0,0,0,0,1,0,0
اسال الله العظيم رب العرش العظيم ان يشفي كل مرض السلطان حنين الخرجي محاربه التهاب الدم جائزه موبايلي للاعمال التطوعيه,0,0,0,0,0,1,1,0,0,0,0
فكانه صب بباب حبيبه متوسل مستعطف مسترحم والجدول الجذلان يضحك لاهيا والنرجس الولهان مغف يحلم صور و ايات تفيض بشاشه حتي كان الله فيها يبسم,0,0,0,0,0,1,1,0,0,0,1
طب واناااااااا اي امك غضبانه عليااااا يلا السحور قرب وانا بصووووم,1,0,0,0,0,0,0,0,0,0,0
اول مره احس اني اكون محتاج حد جنبي وياخد باله مني الفتره دي بحب الوحده اه بس بقيت اخاف منها,0,0,0,1,0,0,0,1,1,0,0
قمت اخاف ادخل في اي مشكله تستوي ف المول احس برنامج الصدمه,0,1,0,1,0,0,0,0,0,0,0
ودي تحضنيني بالحكي ودي لو تجين وتقولين اشتقتلك ودي وودي منك كثير بس وينك,0,0,0,0,0,1,0,0,1,0,0
ان تكون لطيفا مع الجميع امر بسيط جدا واسهل من ان تكون غاضب وساخط علي الجميع وتختلق مشاكل معهم كن لطيفا حتي تحب الحياه 🌸 💕,0,0,0,0,0,1,1,0,0,0,0
البرشلوني يشجع اليوفي يعني متعاطف مع بوفون ساتر حقده علي الريال بادعاء حب بوفون صايدينك يالفلم,1,0,1,0,0,0,0,1,0,0,0
الحمدلله خوفي من الله موجود الفكره انو اي مكان بروحه مافيه صحونجي فحيكون جنه,0,0,0,1,0,0,1,0,0,0,1
الله ياهي مقطوعه عذبه يا عذب والبيت الاخير غصه تخيل فعلياً يجيك امر يستدعي الفرح وما تقدر تفرح تصحّر روح واستفحال ياس,0,0,0,0,0,0,0,1,1,0,0
ياخي في رمضان كل واحد يفطر في بيته كل واحد يفطر في بيته ايش كل واحد يفطر في بيته خلاص ياخي افهموا💔👊👊😠,1,0,1,0,0,0,0,0,0,0,0
اصل في نوع جروح مهما عدي عليها الوقت بتفضل موجوده جواك لدرجه انك بتخاف تعمل اي حاجه جديده علشان متتوجعش تاني 👌🏻👌🏻👏🏻,0,1,1,1,0,0,0,1,1,0,0
عن ثُقل الاشتياق وش احكي يارب,0,0,0,0,0,1,0,0,1,0,0
اول مره اشوف حديقه وسط طرق سريعه لا مواقف سيارات وكمان فيه خطوره علي الاطفال ,1,0,1,0,0,0,0,0,0,0,0
اذا شفت علامات الذبول علي اي شي يصيبني بكاء,0,0,0,0,0,0,0,1,1,0,0
الفرحه انك انك تسعد قلب حد تاني بيخاف عليك👉❤,0,0,0,0,1,1,0,0,0,0,0
🐌احلي اماني ف الدنيا❤ طيبه جداً ومبهجه كدا محبوبه اوي وجدعه ومحترمه وانا حبيتك والله ي حلوه💙,0,0,0,0,1,1,0,0,0,0,0
انا حزينه لاني صرت ميح بشعور الدهشه غديت بليا دهشه واتصنع الانفعال بشتي الامور حزينه بس عاجبني الوضع يعني,0,0,0,0,0,0,0,0,1,0,0
الافصاح صعب والقلب مثقل,0,1,0,1,0,0,0,1,1,0,0
اهداء من المحب العنيد ⚶ ⚶ للمبدعه والمتالقه حنين 👑 👑 بمناسبهوصولها ☽ ☾ 🐥 🐥 الف مبروك شاهدين لكي بالخير طيروها,0,0,0,0,1,1,1,0,0,0,0
ارتجاف شلون انام 💔💔💔,0,0,0,1,0,0,0,0,1,0,0
 صباحكم عيد سعيد وامنيات محققه من الله ولمه عائليه لا تفترق ابدا صباحكم صوت تكبيرات صلاه العيد وبهجه وفرح تملئ مباسمكم ,0,0,0,0,1,1,1,0,0,0,0
قبحهم الله بئس المصير خانوا دينهم واوطانهم حثاله الفكر المجوسي,1,0,1,0,0,0,0,0,1,0,0
