,ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,text,processPost_text,tokens,stop_words_free,disambiguated,dediacritized
821,2018-Ar-01924,من مقاصد سورة الدخان: الإنذار بالعذاب المرتقب من خلال تخويف المكذبين من عذاب الدنيا والآخرة - المختصر في تفسير القرآن الكريم,False,False,False,True,False,False,False,False,False,False,False,من مقاصد سورة الدخان: الإنذار بالعذاب المرتقب من خلال تخويف المكذبين من عذاب الدنيا والآخرة - المختصر في تفسير القرآن الكريم,من مقاصد سوره الدخان الانذار بالعذاب المرتقب من خلال تخويف المكذبين من عذاب الدنيا والاخره المختصر في تفسير القران الكريم,"['من', 'مقاصد', 'سوره', 'الدخان', 'الانذار', 'بالعذاب', 'المرتقب', 'من', 'خلال', 'تخويف', 'المكذبين', 'من', 'عذاب', 'الدنيا', 'والاخره', 'المختصر', 'في', 'تفسير', 'القران', 'الكريم']","['مقاصد', 'سوره', 'الدخان', 'الانذار', 'بالعذاب', 'المرتقب', 'خلال', 'تخويف', 'المكذبين', 'عذاب', 'الدنيا', 'والاخره', 'المختصر', 'تفسير', 'القران', 'الكريم']","['مَقْصِد', 'سِوار', 'دُخان', 'إِنْذار', 'عَذاب', 'مُرْتَقَب', 'خِلالَ', 'تَخْوِيف', 'المكذبين', 'عَذاب', 'دُنْيا', 'آخِرَة', 'مُخْتَصَر', 'تَفْسِير', 'قُرْآن', 'كرِيم']","['مقصد', 'سوار', 'دخان', 'إنذار', 'عذاب', 'مرتقب', 'خلال', 'تخويف', 'المكذبين', 'عذاب', 'دنيا', 'آخرة', 'مختصر', 'تفسير', 'قرآن', 'كريم']"
822,2018-Ar-00840,خليك دائماً مبسوطه وخلي ابتسامتك دائماً على وجهك لأن الدنيا محتاجه ابتسامتك وفرحة عيُونك وضحكتك💙. @Xr89r,False,False,False,False,True,True,True,False,False,False,False,خليك دائماً مبسوطه وخلي ابتسامتك دائماً على وجهك لأن الدنيا محتاجه ابتسامتك وفرحة عيُونك وضحكتك قلب أزرق . @Xr89r,خليك دائماً مبسوطه وخلي ابتسامتك دائماً علي وجهك لان الدنيا محتاجه ابتسامتك وفرحه عيُونك وضحكتك قلب ازرق ,"['خليك', 'دائماً', 'مبسوطه', 'وخلي', 'ابتسامتك', 'دائماً', 'علي', 'وجهك', 'لان', 'الدنيا', 'محتاجه', 'ابتسامتك', 'وفرحه', 'عيُونك', 'وضحكتك', 'قلب', 'ازرق']","['خليك', 'دائماً', 'مبسوطه', 'وخلي', 'ابتسامتك', 'دائماً', 'علي', 'وجهك', 'لان', 'الدنيا', 'محتاجه', 'ابتسامتك', 'وفرحه', 'عيُونك', 'وضحكتك', 'قلب', 'ازرق']","['خَلِيّ', 'دائِم', 'مَبْسُوط', 'خَلّ', 'ٱِبْتِسامَة', 'دائِم', 'عَلِيّ', 'وَجَّه', 'أَنْ', 'دُنْيا', 'مُحْتاج', 'ٱِبْتِسامَة', 'فَرِح', 'عَيْن', 'ضُحْكَة', 'قَلَّب', 'أَزْرَق']","['خلي', 'دائم', 'مبسوط', 'خل', 'ٱبتسامة', 'دائم', 'علي', 'وجه', 'أن', 'دنيا', 'محتاج', 'ٱبتسامة', 'فرح', 'عين', 'ضحكة', 'قلب', 'أزرق']"
823,2018-Ar-01029,حادثة دهس جديدة لمصلين في بريطانيا اليوم اثناء اداء صلاة العيد ومعلومات عن اصابات الى جانب حالة ذعر كبيرة بين الحاضرين #فوبيا_الاسلام,True,False,False,True,False,False,False,False,True,False,False,حادثة دهس جديدة لمصلين في بريطانيا اليوم اثناء اداء صلاة العيد ومعلومات عن اصابات الى جانب حالة ذعر كبيرة بين الحاضرين #فوبيا_الاسلام,حادثه دهس جديده لمصلين في بريطانيا اليوم اثناء اداء صلاه العيد ومعلومات عن اصابات الي جانب حاله ذعر كبيره بين الحاضرين فوبيا الاسلام,"['حادثه', 'دهس', 'جديده', 'لمصلين', 'في', 'بريطانيا', 'اليوم', 'اثناء', 'اداء', 'صلاه', 'العيد', 'ومعلومات', 'عن', 'اصابات', 'الي', 'جانب', 'حاله', 'ذعر', 'كبيره', 'بين', 'الحاضرين', 'فوبيا', 'الاسلام']","['حادثه', 'دهس', 'جديده', 'لمصلين', 'بريطانيا', 'اليوم', 'اثناء', 'اداء', 'صلاه', 'العيد', 'ومعلومات', 'اصابات', 'الي', 'جانب', 'حاله', 'ذعر', 'كبيره', 'الحاضرين', 'فوبيا', 'الاسلام']","['حادِث', 'دَهَس', 'جَدِيد', 'مُصَلِّي', 'برِيطانِيّ', 'يَوْم', 'ثِنْي', 'أَداء', 'صَلاة', 'عِيد', 'مَعْلُومَة', 'إِصابَة', 'آل', 'جانَب', 'حالَة', 'ذَعَر', 'كَبِير', 'حاضِر', 'فوبيا', 'إِسْلام']","['حادث', 'دهس', 'جديد', 'مصلي', 'بريطاني', 'يوم', 'ثني', 'أداء', 'صلاة', 'عيد', 'معلومة', 'إصابة', 'آل', 'جانب', 'حالة', 'ذعر', 'كبير', 'حاضر', 'فوبيا', 'إسلام']"
824,2018-Ar-01844,النهارده كنت قاعد في البيت مرعوب من صوت جمهور الدرجة الثانية,False,False,False,True,False,False,False,False,False,False,False,النهارده كنت قاعد في البيت مرعوب من صوت جمهور الدرجة الثانية,النهارده كنت قاعد في البيت مرعوب من صوت جمهور الدرجه الثانيه,"['النهارده', 'كنت', 'قاعد', 'في', 'البيت', 'مرعوب', 'من', 'صوت', 'جمهور', 'الدرجه', 'الثانيه']","['النهارده', 'كنت', 'قاعد', 'البيت', 'مرعوب', 'صوت', 'جمهور', 'الدرجه', 'الثانيه']","['النهارده', 'كان', 'قاعِد', 'بَيْت', 'مَرْعُوب', 'صَوْت', 'جُمْهُور', 'دَرَجَة', 'ثانِي']","['النهارده', 'كان', 'قاعد', 'بيت', 'مرعوب', 'صوت', 'جمهور', 'درجة', 'ثاني']"
825,2018-Ar-03397,الانسحاب الحكيم والكلمة الطيبة يخففان كثيرا من حدة #التوتر و #الغضب عند حدوث الخلاف بين الزوجين #نصائح_زوجية,True,False,False,False,False,False,False,False,False,False,False,الانسحاب الحكيم والكلمة الطيبة يخففان كثيرا من حدة #التوتر و #الغضب عند حدوث الخلاف بين الزوجين #نصائح_زوجية,الانسحاب الحكيم والكلمه الطيبه يخففان كثيرا من حده التوتر و الغضب عند حدوث الخلاف بين الزوجين نصائح زوجيه,"['الانسحاب', 'الحكيم', 'والكلمه', 'الطيبه', 'يخففان', 'كثيرا', 'من', 'حده', 'التوتر', 'و', 'الغضب', 'عند', 'حدوث', 'الخلاف', 'بين', 'الزوجين', 'نصائح', 'زوجيه']","['الانسحاب', 'الحكيم', 'والكلمه', 'الطيبه', 'يخففان', 'حده', 'التوتر', 'الغضب', 'حدوث', 'الخلاف', 'الزوجين', 'نصائح', 'زوجيه']","['ٱِنْسِحاب', 'حَكِيم', 'كَلِمَة', 'طَيِّب', 'خَفَّف', 'حَدّ', 'تَوَتُّر', 'غَضَب', 'حُدُوث', 'خِلاف', 'زَوْج', 'نَصِيحَة', 'زَوْج']","['ٱنسحاب', 'حكيم', 'كلمة', 'طيب', 'خفف', 'حد', 'توتر', 'غضب', 'حدوث', 'خلاف', 'زوج', 'نصيحة', 'زوج']"
826,2018-Ar-00288,لم أطلب يدا تمسح دموع الفزع ولم أوقظ أحدا ليعانقني كي أهدأ على ما يجب أن أكون ممنونا لقد عشت أسوأ اللحظات بمفردي - دوستويفسكي,False,False,False,False,False,False,False,True,True,False,False,لم أطلب يدا تمسح دموع الفزع ولم أوقظ أحدا ليعانقني كي أهدأ على ما يجب أن أكون ممنونا لقد عشت أسوأ اللحظات بمفردي - دوستويفسكي,لم اطلب يدا تمسح دموع الفزع ولم اوقظ احدا ليعانقني كي اهدا علي ما يجب ان اكون ممنونا لقد عشت اسوا اللحظات بمفردي دوستويفسكي,"['لم', 'اطلب', 'يدا', 'تمسح', 'دموع', 'الفزع', 'ولم', 'اوقظ', 'احدا', 'ليعانقني', 'كي', 'اهدا', 'علي', 'ما', 'يجب', 'ان', 'اكون', 'ممنونا', 'لقد', 'عشت', 'اسوا', 'اللحظات', 'بمفردي', 'دوستويفسكي']","['اطلب', 'يدا', 'تمسح', 'دموع', 'الفزع', 'ولم', 'اوقظ', 'احدا', 'ليعانقني', 'اهدا', 'علي', 'يجب', 'ان', 'اكون', 'ممنونا', 'لقد', 'عشت', 'اسوا', 'اللحظات', 'بمفردي', 'دوستويفسكي']","['طَلَب', 'يَد', 'تَمَسَّح', 'دَمُوع', 'فَزَع', 'لَمّ', 'أَيْقَظ', 'أَحَّد', 'عانَق', 'أَهْدَأ', 'عَلِيّ', 'أَجاب', 'أَنْ', 'كَوَّن', 'ممنونا', 'قَدْ', 'عَشَّى', 'أَسِي', 'لَحْظَة', 'مُفَرِّد', 'دوستويفسكي']","['طلب', 'يد', 'تمسح', 'دموع', 'فزع', 'لم', 'أيقظ', 'أحد', 'عانق', 'أهدأ', 'علي', 'أجاب', 'أن', 'كون', 'ممنونا', 'قد', 'عشى', 'أسي', 'لحظة', 'مفرد', 'دوستويفسكي']"
827,2018-Ar-02781,يقتلني الحنين ليك حتى تعجز عيوني ذرف آخر دموع العين #ضايع,False,False,False,False,False,True,False,False,True,False,False,يقتلني الحنين ليك حتى تعجز عيوني ذرف آخر دموع العين #ضايع,يقتلني الحنين ليك حتي تعجز عيوني ذرف اخر دموع العين ضايع,"['يقتلني', 'الحنين', 'ليك', 'حتي', 'تعجز', 'عيوني', 'ذرف', 'اخر', 'دموع', 'العين', 'ضايع']","['يقتلني', 'الحنين', 'ليك', 'حتي', 'تعجز', 'عيوني', 'ذرف', 'اخر', 'دموع', 'العين', 'ضايع']","['قَتَّل', 'حَنِين', 'لَيّ', 'حَتَّى', 'عَجَّز', 'عَيْن', 'ذَرَف', 'آخَر', 'دَمُوع', 'عَيْن', 'ضايع']","['قتل', 'حنين', 'لي', 'حتى', 'عجز', 'عين', 'ذرف', 'آخر', 'دموع', 'عين', 'ضايع']"
828,2018-Ar-01862,أبوي وظيفته في الحياة يخلي عصر رمضان متوتر بس ننتظر متى يطاق ويقلب رمضان علينا,True,False,True,False,False,False,False,False,False,False,False,أبوي وظيفته في الحياة يخلي عصر رمضان متوتر بس ننتظر متى يطاق ويقلب رمضان علينا,ابوي وظيفته في الحياه يخلي عصر رمضان متوتر بس ننتظر متي يطاق ويقلب رمضان علينا,"['ابوي', 'وظيفته', 'في', 'الحياه', 'يخلي', 'عصر', 'رمضان', 'متوتر', 'بس', 'ننتظر', 'متي', 'يطاق', 'ويقلب', 'رمضان', 'علينا']","['ابوي', 'وظيفته', 'الحياه', 'يخلي', 'عصر', 'رمضان', 'متوتر', 'ننتظر', 'متي', 'يطاق', 'ويقلب', 'رمضان', 'علينا']","['أَبَوان', 'وَظِيفَة', 'أَلْحَى', 'خَلَّى', 'عَصْر', 'رَمَضان', 'مُتَوَتِّر', 'ٱِنْتَظَر', 'مَتَى', 'أَطاق', 'قَلَب', 'رَمَضان', 'عَلِيّ']","['أبوان', 'وظيفة', 'ألحى', 'خلى', 'عصر', 'رمضان', 'متوتر', 'ٱنتظر', 'متى', 'أطاق', 'قلب', 'رمضان', 'علي']"
829,2018-Ar-04305,أعوذ بك يا الله من أن تحل الكراهية بدل المحبة، ومن أن نلاقي الوجه الذي كان يحمل لنا الود عابسًا، ومن أن نحتار من بعد الطمأنينة.,False,True,False,True,False,False,True,False,False,False,True,أعوذ بك يا الله من أن تحل الكراهية بدل المحبة، ومن أن نلاقي الوجه الذي كان يحمل لنا الود عابسًا، ومن أن نحتار من بعد الطمأنينة.,اعوذ بك يا الله من ان تحل الكراهيه بدل المحبه ومن ان نلاقي الوجه الذي كان يحمل لنا الود عابسًا ومن ان نحتار من بعد الطمانينه,"['اعوذ', 'بك', 'يا', 'الله', 'من', 'ان', 'تحل', 'الكراهيه', 'بدل', 'المحبه', 'ومن', 'ان', 'نلاقي', 'الوجه', 'الذي', 'كان', 'يحمل', 'لنا', 'الود', 'عابسًا', 'ومن', 'ان', 'نحتار', 'من', 'بعد', 'الطمانينه']","['اعوذ', 'الله', 'ان', 'تحل', 'الكراهيه', 'بدل', 'المحبه', 'ان', 'نلاقي', 'الوجه', 'يحمل', 'الود', 'عابسًا', 'ان', 'نحتار', 'الطمانينه']","['عَوَّذ', 'اللَّه', 'أَنْ', 'تَحَلِّي', 'كَراهِيَّة', 'بَدَل', 'مُحِبّ', 'أَنْ', 'لاقَى', 'وَجْه', 'حَمَّل', 'وُدّ', 'عابِس', 'أَنْ', 'ٱِحْتار', 'طُمْأَنِينَة']","['عوذ', 'الله', 'أن', 'تحلي', 'كراهية', 'بدل', 'محب', 'أن', 'لاقى', 'وجه', 'حمل', 'ود', 'عابس', 'أن', 'ٱحتار', 'طمأنينة']"
830,2018-Ar-00483,#عيديتك_مع_رغد_محمد٣ رغغدد ابيي افووزز الله يسعدكك دنيا واخره الله يخليكك فوزيني اتمنى افوز بجلسة ليزر جسم كامل 😭 💔,False,True,False,False,True,False,True,False,False,False,False,#عيديتك_مع_رغد_محمد٣ رغغدد ابيي افووزز الله يسعدكك دنيا واخره الله يخليكك فوزيني اتمنى افوز بجلسة ليزر جسم كامل وجه يبكي بكاءً مرتفعًا قلب مكسور ,عيديتك مع رغد محمد٣ رغغدد ابيي افووزز الله يسعدكك دنيا واخره الله يخليكك فوزيني اتمني افوز بجلسه ليزر جسم كامل وجه يبكي بكاءً مرتفعًا قلب مكسور,"['عيديتك', 'مع', 'رغد', 'محمد٣', 'رغغدد', 'ابيي', 'افووزز', 'الله', 'يسعدكك', 'دنيا', 'واخره', 'الله', 'يخليكك', 'فوزيني', 'اتمني', 'افوز', 'بجلسه', 'ليزر', 'جسم', 'كامل', 'وجه', 'يبكي', 'بكاءً', 'مرتفعًا', 'قلب', 'مكسور']","['عيديتك', 'رغد', 'محمد٣', 'رغغدد', 'ابيي', 'افووزز', 'الله', 'يسعدكك', 'دنيا', 'واخره', 'الله', 'يخليكك', 'فوزيني', 'اتمني', 'افوز', 'بجلسه', 'ليزر', 'جسم', 'كامل', 'وجه', 'يبكي', 'بكاءً', 'مرتفعًا', 'قلب', 'مكسور']","['عِيدِيَّة', 'رَغِد', 'محمد٣', 'رغغدد', 'أَبِيّ', 'افووزز', 'اللَّه', 'يسعدكك', 'دَنَّى', 'آخَر', 'اللَّه', 'يخليكك', 'وَزِين', 'أَتَمّ', 'فاز', 'جَلْسَة', 'لَيْزِر', 'جَسَّم', 'كامِل', 'وَجَّه', 'بَكَّى', 'بُكاء', 'مُرْتَفِع', 'قَلَّب', 'مَكْسُور']","['عيدية', 'رغد', 'محمد٣', 'رغغدد', 'أبي', 'افووزز', 'الله', 'يسعدكك', 'دنى', 'آخر', 'الله', 'يخليكك', 'وزين', 'أتم', 'فاز', 'جلسة', 'ليزر', 'جسم', 'كامل', 'وجه', 'بكى', 'بكاء', 'مرتفع', 'قلب', 'مكسور']"
831,2018-Ar-00684,@AsmaaAliSo اتس اوبرتيف 🤔 كده حلت عليا الطمأنينة والله يا أسماء 😂,False,False,False,False,True,True,True,False,False,False,False,@AsmaaAliSo اتس اوبرتيف ‫وجه يفكر كده حلت عليا الطمأنينة والله يا أسماء وجه بدموع فرح ,اتس اوبرتيف ‫وجه يفكر كده حلت عليا الطمانينه والله يا اسماء وجه بدموع فرح,"['اتس', 'اوبرتيف', 'وجه', 'يفكر', 'كده', 'حلت', 'عليا', 'الطمانينه', 'والله', 'يا', 'اسماء', 'وجه', 'بدموع', 'فرح']","['اتس', 'اوبرتيف', 'وجه', 'يفكر', 'كده', 'حلت', 'عليا', 'الطمانينه', 'والله', 'اسماء', 'وجه', 'بدموع', 'فرح']","['اتس', 'اوبرتيف', 'وَجَّه', 'فَكَّر', 'كَدّ', 'حَلُو', 'عَلِيّ', 'طُمْأَنِينَة', 'اللَّه', 'ٱِسْم', 'وَجَّه', 'دَمُوع', 'فَرَح']","['اتس', 'اوبرتيف', 'وجه', 'فكر', 'كد', 'حلو', 'علي', 'طمأنينة', 'الله', 'ٱسم', 'وجه', 'دموع', 'فرح']"
832,2018-Ar-00099,@AlNassrFC اهم شي نبيه يجلد الاعبين جلد ...اللي بس يستعرض ع طول الدكه مكانه. 😡,True,False,True,False,False,False,False,False,False,False,False,@AlNassrFC اهم شي نبيه يجلد الاعبين جلد ...اللي بس يستعرض ع طول الدكه مكانه. وجه مشتاط غضبًا ,اهم شي نبيه يجلد الاعبين جلد اللي بس يستعرض ع طول الدكه مكانه وجه مشتاط غضبًا,"['اهم', 'شي', 'نبيه', 'يجلد', 'الاعبين', 'جلد', 'اللي', 'بس', 'يستعرض', 'ع', 'طول', 'الدكه', 'مكانه', 'وجه', 'مشتاط', 'غضبًا']","['اهم', 'شي', 'نبيه', 'يجلد', 'الاعبين', 'جلد', 'اللي', 'يستعرض', 'طول', 'الدكه', 'مكانه', 'وجه', 'مشتاط', 'غضبًا']","['أَهَمّ', 'شَيّ', 'نَبِيّ', 'جَلَّد', 'الاعبين', 'جِلْد', 'لَيّ', 'ٱِسْتَعْرَض', 'طُول', 'دِكَّة', 'مَكان', 'وَجَّه', 'مشتاط', 'غَضِب']","['أهم', 'شي', 'نبي', 'جلد', 'الاعبين', 'جلد', 'لي', 'ٱستعرض', 'طول', 'دكة', 'مكان', 'وجه', 'مشتاط', 'غضب']"
833,2018-Ar-01487,جرح وصل,True,False,False,False,False,False,False,True,True,False,False,جرح وصل,جرح وصل,"['جرح', 'وصل']","['جرح', 'وصل']","['جَرَح', 'وَصْل']","['جرح', 'وصل']"
834,2018-Ar-04378,اوحش حاجه احساس اللي مش عارف مش عارف المفروض تعمل ايه مش عارف مبسوط ولا زعلان مش عارف مين بيحبك ومين بيستغلك ماشي تايه,False,False,False,False,False,False,False,True,True,False,False,اوحش حاجه احساس اللي مش عارف مش عارف المفروض تعمل ايه مش عارف مبسوط ولا زعلان مش عارف مين بيحبك ومين بيستغلك ماشي تايه,اوحش حاجه احساس اللي مش عارف مش عارف المفروض تعمل ايه مش عارف مبسوط ولا زعلان مش عارف مين بيحبك ومين بيستغلك ماشي تايه,"['اوحش', 'حاجه', 'احساس', 'اللي', 'مش', 'عارف', 'مش', 'عارف', 'المفروض', 'تعمل', 'ايه', 'مش', 'عارف', 'مبسوط', 'ولا', 'زعلان', 'مش', 'عارف', 'مين', 'بيحبك', 'ومين', 'بيستغلك', 'ماشي', 'تايه']","['اوحش', 'حاجه', 'احساس', 'اللي', 'مش', 'عارف', 'مش', 'عارف', 'المفروض', 'تعمل', 'ايه', 'مش', 'عارف', 'مبسوط', 'زعلان', 'مش', 'عارف', 'مين', 'بيحبك', 'ومين', 'بيستغلك', 'ماشي', 'تايه']","['أَوْحَش', 'حاجّ', 'إِحْساس', 'لَيّ', 'مَشّ', 'عارِف', 'مَشّ', 'عارِف', 'مَفْرُوض', 'تَعَمُّل', 'آيَة', 'مَشّ', 'عارِف', 'مَبْسُوط', 'زَعِل', 'مَشّ', 'عارِف', 'مِيناء', 'بيحبك', 'مِيناء', 'بيستغلك', 'ماشِي', 'تايه']","['أوحش', 'حاج', 'إحساس', 'لي', 'مش', 'عارف', 'مش', 'عارف', 'مفروض', 'تعمل', 'آية', 'مش', 'عارف', 'مبسوط', 'زعل', 'مش', 'عارف', 'ميناء', 'بيحبك', 'ميناء', 'بيستغلك', 'ماشي', 'تايه']"
835,2018-Ar-03221,أبدًا مو وقته يطفي الكهرب حر الله يجيرنا من حر نار جهنم,True,True,False,True,False,False,True,False,False,False,False,أبدًا مو وقته يطفي الكهرب حر الله يجيرنا من حر نار جهنم,ابدًا مو وقته يطفي الكهرب حر الله يجيرنا من حر نار جهنم,"['ابدًا', 'مو', 'وقته', 'يطفي', 'الكهرب', 'حر', 'الله', 'يجيرنا', 'من', 'حر', 'نار', 'جهنم']","['ابدًا', 'مو', 'وقته', 'يطفي', 'الكهرب', 'حر', 'الله', 'يجيرنا', 'حر', 'نار', 'جهنم']","['أَبَد', 'مو', 'وَقَى', 'يطفي', 'كَهْرَب', 'حَرّ', 'اللَّه', 'أَجار', 'حَرّ', 'نار', 'جَهَنَّم']","['أبد', 'مو', 'وقى', 'يطفي', 'كهرب', 'حر', 'الله', 'أجار', 'حر', 'نار', 'جهنم']"
836,2018-Ar-00078,من المؤسف حقا أن تبحث عن الصدق في عصر الخيانة وتبحثعن الحب في قلوب جبانة *,True,False,True,False,False,False,False,True,True,False,False,من المؤسف حقا أن تبحث عن الصدق في عصر الخيانة وتبحثعن الحب في قلوب جبانة *,من المؤسف حقا ان تبحث عن الصدق في عصر الخيانه وتبحثعن الحب في قلوب جبانه ,"['من', 'المؤسف', 'حقا', 'ان', 'تبحث', 'عن', 'الصدق', 'في', 'عصر', 'الخيانه', 'وتبحثعن', 'الحب', 'في', 'قلوب', 'جبانه']","['المؤسف', 'ان', 'تبحث', 'الصدق', 'عصر', 'الخيانه', 'وتبحثعن', 'الحب', 'قلوب', 'جبانه']","['مُؤْسِف', 'أَنْ', 'بَحَث', 'صِدْق', 'عَصْر', 'خِيانَة', 'وتبحثعن', 'حُبّ', 'قَلْب', 'جَبانَة']","['مؤسف', 'أن', 'بحث', 'صدق', 'عصر', 'خيانة', 'وتبحثعن', 'حب', 'قلب', 'جبانة']"
837,2018-Ar-01463,#لليله_القدر_وعلاماتها الطمأنينة أي طمأنينة القلب وانشراح الصدر من المؤمن فإنه يجد راحة وطمأنينة وانشراح صدر في تلك الليلة,False,False,False,False,True,True,True,False,False,False,False,#لليله_القدر_وعلاماتها الطمأنينة أي طمأنينة القلب وانشراح الصدر من المؤمن فإنه يجد راحة وطمأنينة وانشراح صدر في تلك الليلة,لليله القدر وعلاماتها الطمانينه اي طمانينه القلب وانشراح الصدر من المؤمن فانه يجد راحه وطمانينه وانشراح صدر في تلك الليله,"['لليله', 'القدر', 'وعلاماتها', 'الطمانينه', 'اي', 'طمانينه', 'القلب', 'وانشراح', 'الصدر', 'من', 'المؤمن', 'فانه', 'يجد', 'راحه', 'وطمانينه', 'وانشراح', 'صدر', 'في', 'تلك', 'الليله']","['لليله', 'القدر', 'وعلاماتها', 'الطمانينه', 'اي', 'طمانينه', 'القلب', 'وانشراح', 'الصدر', 'المؤمن', 'فانه', 'يجد', 'راحه', 'وطمانينه', 'وانشراح', 'صدر', 'الليله']","['لَيْلَة', 'قِدْر', 'عَلامَة', 'طُمْأَنِينَة', 'أَيْ', 'طُمْأَنِينَة', 'قَلْب', 'ٱِنْشِراح', 'صَدْر', 'مُؤَمَّن', 'آن', 'أَجَدّ', 'راحَة', 'طُمْأَنِينَة', 'ٱِنْشِراح', 'صَدَّر', 'لَيْلَة']","['ليلة', 'قدر', 'علامة', 'طمأنينة', 'أي', 'طمأنينة', 'قلب', 'ٱنشراح', 'صدر', 'مؤمن', 'آن', 'أجد', 'راحة', 'طمأنينة', 'ٱنشراح', 'صدر', 'ليلة']"
838,2018-Ar-03699,مع اني ما بحبش الولاد البيض خالص بس احمد مالك ماله بيحلو كدة معلش؟؟ يخربيت جمال امه 🙁,False,False,False,False,True,True,False,False,False,False,False,مع اني ما بحبش الولاد البيض خالص بس احمد مالك ماله بيحلو كدة معلش؟؟ يخربيت جمال امه وجه عابس قليلاً ,مع اني ما بحبش الولاد البيض خالص بس احمد مالك ماله بيحلو كده معلش يخربيت جمال امه وجه عابس قليلاً,"['مع', 'اني', 'ما', 'بحبش', 'الولاد', 'البيض', 'خالص', 'بس', 'احمد', 'مالك', 'ماله', 'بيحلو', 'كده', 'معلش', 'يخربيت', 'جمال', 'امه', 'وجه', 'عابس', 'قليلاً']","['اني', 'بحبش', 'الولاد', 'البيض', 'خالص', 'احمد', 'مالك', 'ماله', 'بيحلو', 'كده', 'معلش', 'يخربيت', 'جمال', 'امه', 'وجه', 'عابس', 'قليلاً']","['آن', 'حَبَش', 'الولاد', 'بِيض', 'خالِص', 'أَحْمَد', 'مَآل', 'مَآل', 'بيحلو', 'كَدّ', 'معلش', 'يخربيت', 'جَمال', 'أَمَة', 'وَجَّه', 'عابِس', 'قَلِيل']","['آن', 'حبش', 'الولاد', 'بيض', 'خالص', 'أحمد', 'مآل', 'مآل', 'بيحلو', 'كد', 'معلش', 'يخربيت', 'جمال', 'أمة', 'وجه', 'عابس', 'قليل']"
839,2018-Ar-00161,...\nالسكوت عمره ما كان علامة رضا السكوت نفاذ صبر ووجع بس انتو اللي مبتحسوش...💔\n\n....,True,False,True,False,False,False,False,False,True,False,False,...\nالسكوت عمره ما كان علامة رضا السكوت نفاذ صبر ووجع بس انتو اللي مبتحسوش... قلب مكسور \n\n...., السكوت عمره ما كان علامه رضا السكوت نفاذ صبر ووجع بس انتو اللي مبتحسوش قلب مكسور ,"['السكوت', 'عمره', 'ما', 'كان', 'علامه', 'رضا', 'السكوت', 'نفاذ', 'صبر', 'ووجع', 'بس', 'انتو', 'اللي', 'مبتحسوش', 'قلب', 'مكسور']","['السكوت', 'عمره', 'علامه', 'رضا', 'السكوت', 'نفاذ', 'ووجع', 'انتو', 'اللي', 'مبتحسوش', 'قلب', 'مكسور']","['سُكُوت', 'عَمَّر', 'عَلامَة', 'رَضّ', 'سُكُوت', 'نَفاذ', 'وَجِع', 'ٱِنْتَوَى', 'لَيّ', 'مبتحسوش', 'قَلَّب', 'مَكْسُور']","['سكوت', 'عمر', 'علامة', 'رض', 'سكوت', 'نفاذ', 'وجع', 'ٱنتوى', 'لي', 'مبتحسوش', 'قلب', 'مكسور']"
840,2018-Ar-02411,#ايه_الي_هيحصل_لو\nمرتضي منصور مات 😃,False,True,True,False,True,False,True,True,False,False,False,#ايه_الي_هيحصل_لو\nمرتضي منصور مات وجه مبتسم بعينين كبيرتين ,ايه الي هيحصل لو مرتضي منصور مات وجه مبتسم بعينين كبيرتين,"['ايه', 'الي', 'هيحصل', 'لو', 'مرتضي', 'منصور', 'مات', 'وجه', 'مبتسم', 'بعينين', 'كبيرتين']","['ايه', 'الي', 'هيحصل', 'مرتضي', 'منصور', 'مات', 'وجه', 'مبتسم', 'بعينين', 'كبيرتين']","['آيَة', 'آل', 'هيحصل', 'مُرْتَضَى', 'مَنْصُور', 'مات', 'وَجَّه', 'مبتسم', 'عَيْن', 'كَبِير']","['آية', 'آل', 'هيحصل', 'مرتضى', 'منصور', 'مات', 'وجه', 'مبتسم', 'عين', 'كبير']"
841,2018-Ar-04142,توكل على الله مع التهليل والتكبير وتزول هموم القلب ويعيش مرباعه 🌹,False,False,False,False,True,True,True,False,False,False,False,توكل على الله مع التهليل والتكبير وتزول هموم القلب ويعيش مرباعه وردة ,توكل علي الله مع التهليل والتكبير وتزول هموم القلب ويعيش مرباعه ورده,"['توكل', 'علي', 'الله', 'مع', 'التهليل', 'والتكبير', 'وتزول', 'هموم', 'القلب', 'ويعيش', 'مرباعه', 'ورده']","['توكل', 'علي', 'الله', 'التهليل', 'والتكبير', 'وتزول', 'هموم', 'القلب', 'ويعيش', 'مرباعه', 'ورده']","['تَوَكُّل', 'عَلِيّ', 'اللَّه', 'تَهْلِيل', 'تَكْبِير', 'زال', 'هَمّ', 'قَلْب', 'عاش', 'مرباعه', 'وِرْد']","['توكل', 'علي', 'الله', 'تهليل', 'تكبير', 'زال', 'هم', 'قلب', 'عاش', 'مرباعه', 'ورد']"
